2025-09-10 23:59:16,378 DEBUG    root            Loaded Command Group: ['gcloud', 'projects']
2025-09-10 23:59:16,380 DEBUG    root            Loaded Command Group: ['gcloud', 'projects', 'list']
2025-09-10 23:59:16,381 DEBUG    root            Running [gcloud.projects.list] with arguments: [--filter: "parent.id=hanudani@gmail.com OR lifecycleState=ACTIVE", --limit: "10"]
2025-09-10 23:59:16,381 INFO     root            client_filter="None" server_filter="parent.id=hanudani@gmail.com OR lifecycleState=ACTIVE"
2025-09-10 23:59:16,389 DEBUG    root            Chosen display Format:
    table(
      projectId:sort=1,
      name,
      projectNumber
    )

2025-09-10 23:59:16,389 INFO     root            Display format: "
    table(
      projectId:sort=1,
      name,
      projectNumber
    )
"
2025-09-10 23:59:16,394 DEBUG    urllib3.connectionpool Starting new HTTPS connection (1): cloudresourcemanager.googleapis.com:443
2025-09-10 23:59:17,586 DEBUG    urllib3.connectionpool https://cloudresourcemanager.googleapis.com:443 "GET /v1/projects?alt=json&filter=parent.id%3Dhanudani%40gmail.com+OR+lifecycleState%3DACTIVE&pageSize=10 HTTP/11" 200 None
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ PROJECT_ID
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___                       
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ NAME
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___                  
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ PROJECT_NUMBER
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ 

2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ cs-poc-fnsczbrb2jypuxbkyvm8fli
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___   
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ POC project
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___           
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ 686478321571
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ 

2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ droner-f7c33
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___                     
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ DRONER
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___                
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ 1083750968516
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ 

2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ flash-ivy-02mzq
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___                                       
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ 660502271296
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ 

2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ google-mpf-172983073065
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___          
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ LionService-mp
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___        
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ 232368778929
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ 

2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ google-mpf-59036457140
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___           
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ Proof of Concept-mp
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___   
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ 219605409270
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ 

2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ lionsofzion-bcc4a
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___                
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ LionsOfZion
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___           
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ 266978726573
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ 

2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ lionsofzion-dev
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___                  
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ LionsOfZion Dev
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___       
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ 1037795887975
2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ 

2025-09-10 23:59:17,594 INFO     ___FILE_ONLY___ lionsofzion-hub
2025-09-10 23:59:17,595 INFO     ___FILE_ONLY___                  
2025-09-10 23:59:17,595 INFO     ___FILE_ONLY___ LionsOfZion Hub
2025-09-10 23:59:17,595 INFO     ___FILE_ONLY___       
2025-09-10 23:59:17,595 INFO     ___FILE_ONLY___ 281257474071
2025-09-10 23:59:17,595 INFO     ___FILE_ONLY___ 

2025-09-10 23:59:17,595 INFO     ___FILE_ONLY___ lionspace
2025-09-10 23:59:17,595 INFO     ___FILE_ONLY___                        
2025-09-10 23:59:17,595 INFO     ___FILE_ONLY___ LionSpace
2025-09-10 23:59:17,595 INFO     ___FILE_ONLY___             
2025-09-10 23:59:17,595 INFO     ___FILE_ONLY___ 707897822334
2025-09-10 23:59:17,595 INFO     ___FILE_ONLY___ 

2025-09-10 23:59:17,595 INFO     ___FILE_ONLY___ storied-line-441012-q1
2025-09-10 23:59:17,595 INFO     ___FILE_ONLY___           
2025-09-10 23:59:17,595 INFO     ___FILE_ONLY___ Lions Adventure
2025-09-10 23:59:17,595 INFO     ___FILE_ONLY___       
2025-09-10 23:59:17,595 INFO     ___FILE_ONLY___ 403081441254
2025-09-10 23:59:17,595 INFO     ___FILE_ONLY___ 

